"","group","indval","pval","freq"
"ASV_7327",11,0.0526315789473684,0.045,1
"ASV_7328",11,0.0526315789473684,0.047,1
"ASV_7332",11,0.0526315789473684,0.049,1
"ASV_7339",11,0.0526315789473684,0.04,1
"ASV_7340",11,0.0526315789473684,0.047,1
"ASV_7347",11,0.0526315789473684,0.05,1
"ASV_7350",11,0.0526315789473684,0.048,1
"ASV_7353",11,0.0526315789473684,0.05,1
"ASV_7355",11,0.0526315789473684,0.05,1
"ASV_7357",11,0.0526315789473684,0.048,1
"ASV_7358",11,0.0526315789473684,0.047,1
"ASV_7361",11,0.0526315789473684,0.045,1
"ASV_7364",11,0.0526315789473684,0.046,1
"ASV_7368",11,0.0526315789473684,0.049,1
"ASV_7371",11,0.0526315789473684,0.046,1
"ASV_7372",11,0.0526315789473684,0.05,1
"ASV_7373",11,0.0526315789473684,0.05,1
"ASV_7375",11,0.0526315789473684,0.05,1
"ASV_7377",11,0.0526315789473684,0.05,1
"ASV_7381",11,0.0526315789473684,0.045,1
"ASV_7382",11,0.0526315789473684,0.044,1
"ASV_7386",11,0.0526315789473684,0.042,1
"ASV_7388",11,0.0526315789473684,0.05,1
"ASV_7390",11,0.0526315789473684,0.045,1
"ASV_7395",11,0.0526315789473684,0.05,1
"ASV_7401",11,0.0526315789473684,0.05,1
"ASV_7402",11,0.0526315789473684,0.045,1
"ASV_7405",11,0.0526315789473684,0.039,1
"ASV_7407",11,0.0526315789473684,0.046,1
"ASV_7411",11,0.0526315789473684,0.05,1
"ASV_7414",11,0.0526315789473684,0.045,1
"ASV_7415",11,0.0526315789473684,0.044,1
"ASV_7416",11,0.0526315789473684,0.048,1
"ASV_7419",11,0.0526315789473684,0.029,1
"ASV_7420",11,0.0526315789473684,0.046,1
"ASV_7421",11,0.0526315789473684,0.049,1
"ASV_7424",11,0.0526315789473684,0.05,1
"ASV_7425",11,0.0526315789473684,0.05,1
"ASV_7427",11,0.0526315789473684,0.048,1
"ASV_7430",11,0.0526315789473684,0.04,1
"ASV_7432",11,0.0526315789473684,0.042,1
"ASV_7433",11,0.0526315789473684,0.049,1
"ASV_7434",11,0.0526315789473684,0.046,1
"ASV_7440",11,0.0526315789473684,0.049,1
"ASV_7443",11,0.0526315789473684,0.047,1
"ASV_7444",11,0.0526315789473684,0.048,1
"ASV_7446",11,0.0526315789473684,0.046,1
"ASV_7449",11,0.0526315789473684,0.047,1
"ASV_7452",11,0.0526315789473684,0.049,1
"ASV_7457",11,0.0526315789473684,0.045,1
"ASV_7458",11,0.0526315789473684,0.05,1
"ASV_7460",11,0.0526315789473684,0.047,1
"ASV_7461",11,0.0526315789473684,0.049,1
"ASV_7467",11,0.0526315789473684,0.046,1
"ASV_7469",11,0.0526315789473684,0.047,1
"ASV_7472",11,0.0526315789473684,0.047,1
"ASV_7482",11,0.0526315789473684,0.05,1
"ASV_7483",11,0.0526315789473684,0.047,1
"ASV_7485",11,0.0526315789473684,0.049,1
"ASV_7489",11,0.0526315789473684,0.042,1
"ASV_7491",11,0.0526315789473684,0.046,1
"ASV_7492",11,0.0526315789473684,0.049,1
"ASV_7494",11,0.0526315789473684,0.047,1
"ASV_7495",11,0.0526315789473684,0.046,1
"ASV_7496",11,0.0526315789473684,0.046,1
"ASV_7501",11,0.0526315789473684,0.044,1
"ASV_7502",11,0.0526315789473684,0.049,1
"ASV_7504",11,0.0526315789473684,0.043,1
"ASV_7506",11,0.0526315789473684,0.039,1
"ASV_7507",11,0.0526315789473684,0.044,1
"ASV_7510",11,0.0526315789473684,0.049,1
"ASV_7512",11,0.0526315789473684,0.042,1
"ASV_7514",11,0.0526315789473684,0.037,1
"ASV_7515",11,0.0526315789473684,0.041,1
"ASV_7520",11,0.0526315789473684,0.048,1
"ASV_7523",11,0.0526315789473684,0.041,1
"ASV_7525",11,0.0526315789473684,0.047,1
"ASV_7527",11,0.0526315789473684,0.048,1
"ASV_7529",11,0.0526315789473684,0.049,1
"ASV_7532",11,0.0526315789473684,0.049,1
"ASV_7539",11,0.0526315789473684,0.044,1
"ASV_7542",11,0.0526315789473684,0.047,1
"ASV_7546",11,0.0526315789473684,0.047,1
"ASV_7548",11,0.0526315789473684,0.041,1
"ASV_7549",11,0.0526315789473684,0.05,1
"ASV_7551",11,0.0526315789473684,0.046,1
"ASV_7552",11,0.0526315789473684,0.045,1
"ASV_7554",11,0.0526315789473684,0.05,1
"ASV_7558",11,0.0526315789473684,0.047,1
"ASV_7562",11,0.0526315789473684,0.047,1
"ASV_7565",11,0.0526315789473684,0.045,1
"ASV_7568",11,0.0526315789473684,0.05,1
"ASV_7571",11,0.0526315789473684,0.049,1
"ASV_7572",11,0.0526315789473684,0.047,1
"ASV_7578",11,0.0526315789473684,0.047,1
"ASV_7579",11,0.0526315789473684,0.043,1
"ASV_7581",11,0.0526315789473684,0.046,1
"ASV_7582",11,0.0526315789473684,0.042,1
"ASV_7590",11,0.0526315789473684,0.05,1
"ASV_7591",11,0.0526315789473684,0.05,1
"ASV_7595",11,0.0526315789473684,0.049,1
"ASV_7598",11,0.0526315789473684,0.047,1
"ASV_7601",11,0.0526315789473684,0.047,1
"ASV_7606",11,0.0526315789473684,0.038,1
"ASV_7607",11,0.0526315789473684,0.048,1
"ASV_7608",11,0.0526315789473684,0.049,1
"ASV_7609",11,0.0526315789473684,0.046,1
"ASV_7610",11,0.0526315789473684,0.05,1
"ASV_7618",11,0.0526315789473684,0.044,1
"ASV_7620",11,0.0526315789473684,0.047,1
"ASV_7621",11,0.0526315789473684,0.05,1
"ASV_7622",11,0.0526315789473684,0.049,1
"ASV_7623",11,0.0526315789473684,0.04,1
"ASV_7626",11,0.0526315789473684,0.048,1
"ASV_7627",11,0.0526315789473684,0.05,1
"ASV_7629",11,0.0526315789473684,0.047,1
"ASV_7630",11,0.0526315789473684,0.038,1
"ASV_7632",11,0.0526315789473684,0.05,1
"ASV_7638",11,0.0526315789473684,0.046,1
"ASV_7640",11,0.0526315789473684,0.046,1
"ASV_7644",11,0.0526315789473684,0.045,1
"ASV_7645",11,0.0526315789473684,0.048,1
"ASV_7647",11,0.0526315789473684,0.05,1
"ASV_7649",11,0.0526315789473684,0.05,1
"ASV_7651",11,0.0526315789473684,0.046,1
"ASV_7655",11,0.0526315789473684,0.05,1
"ASV_7659",11,0.0526315789473684,0.043,1
"ASV_7660",11,0.0526315789473684,0.049,1
"ASV_7662",11,0.0526315789473684,0.04,1
"ASV_7663",11,0.0526315789473684,0.049,1
"ASV_7664",11,0.0526315789473684,0.046,1
"ASV_7667",11,0.0526315789473684,0.049,1
"ASV_7668",11,0.0526315789473684,0.046,1
"ASV_7669",11,0.0526315789473684,0.041,1
"ASV_7670",11,0.0526315789473684,0.05,1
"ASV_7671",11,0.0526315789473684,0.047,1
"ASV_7672",11,0.0526315789473684,0.044,1
"ASV_7675",11,0.0526315789473684,0.046,1
"ASV_7677",11,0.0526315789473684,0.049,1
"ASV_7684",11,0.0526315789473684,0.048,1
"ASV_7687",11,0.0526315789473684,0.047,1
"ASV_7689",11,0.0526315789473684,0.041,1
"ASV_7698",11,0.0526315789473684,0.039,1
"ASV_7701",11,0.0526315789473684,0.039,1
"ASV_7706",11,0.0526315789473684,0.044,1
"ASV_7707",11,0.0526315789473684,0.048,1
"ASV_7711",11,0.0526315789473684,0.048,1
"ASV_7713",11,0.0526315789473684,0.044,1
"ASV_7715",11,0.0526315789473684,0.047,1
"ASV_7716",11,0.0526315789473684,0.05,1
"ASV_7718",11,0.0526315789473684,0.045,1
"ASV_7719",11,0.0526315789473684,0.031,1
"ASV_7720",11,0.0526315789473684,0.044,1
"ASV_7723",11,0.0526315789473684,0.042,1
"ASV_7726",11,0.0526315789473684,0.047,1
"ASV_7729",11,0.0526315789473684,0.048,1
"ASV_7730",11,0.0526315789473684,0.04,1
"ASV_7731",11,0.0526315789473684,0.041,1
"ASV_7733",11,0.0526315789473684,0.049,1
"ASV_7739",11,0.0526315789473684,0.046,1
"ASV_7740",11,0.0526315789473684,0.047,1
"ASV_7743",11,0.0526315789473684,0.048,1
"ASV_7747",11,0.0526315789473684,0.046,1
"ASV_7753",11,0.0526315789473684,0.046,1
"ASV_7754",11,0.0526315789473684,0.048,1
"ASV_7755",11,0.0526315789473684,0.05,1
"ASV_7759",11,0.0526315789473684,0.046,1
"ASV_7764",11,0.0526315789473684,0.049,1
"ASV_7772",11,0.0526315789473684,0.049,1
"ASV_7775",11,0.0526315789473684,0.041,1
"ASV_7777",11,0.0526315789473684,0.045,1
"ASV_7780",11,0.0526315789473684,0.048,1
"ASV_7783",11,0.0526315789473684,0.049,1
"ASV_7784",11,0.0526315789473684,0.046,1
"ASV_7786",11,0.0526315789473684,0.047,1
"ASV_7788",11,0.0526315789473684,0.047,1
"ASV_7791",11,0.0526315789473684,0.041,1
"ASV_7792",11,0.0526315789473684,0.049,1
"ASV_7796",11,0.0526315789473684,0.042,1
"ASV_7799",11,0.0526315789473684,0.048,1
"ASV_7801",11,0.0526315789473684,0.041,1
"ASV_7805",11,0.0526315789473684,0.048,1
"ASV_7808",11,0.0526315789473684,0.044,1
"ASV_7811",11,0.0526315789473684,0.05,1
"ASV_7813",11,0.0526315789473684,0.05,1
